vessel_ref_id,name,imo_number,mmsi,flag,owner,operator,vessel_type,loa_m,beam_m,draft_m,gross_tonnage,deadweight_tonnage,engine_power_kw,vessel_age_years,build_year,destination_port,current_port,current_lifecycle_stage,current_lat,current_lon,current_speed_knots,current_heading
VSL-0228,NYK Pioneer,1520851,431769864,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Bulk Carrier,164.6,25.9,10.07,45376,71999,24050,8.7,2016,PORT_H,PORT_A,At Sea,22.6724,38.1592,12.5,199
VSL-0229,CMA CGM Pacific,5637183,538440496,Marshall Islands,CMA CGM Group,CMA CGM Group,Bulk Carrier,164.7,27.4,10.93,73723,117331,18236,5.5,2020,PORT_B,PORT_B,At Sea,30.1017,40.1335,12.7,218
VSL-0230,OOCL Jade,8208294,309374896,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Container,355.0,49.5,13.91,50184,54942,60598,4.5,2020,PORT_A,PORT_A,Berthed,31.2004,29.9173,0.0,75
VSL-0231,Hapag-Lloyd Harmony,2493639,215230347,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,344.2,49.8,14.59,104412,122647,41692,15.7,2009,PORT_G,PORT_G,At Sea,33.2513,57.0114,17.0,81
VSL-0232,MOL Glory,1594163,432162319,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Bulk Carrier,154.4,23.8,12.74,38610,61976,32028,8.3,2017,PORT_B,PORT_E,At Sea,35.8445,36.291,12.4,160
VSL-0233,OOCL Horizon,8515867,309342575,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Bulk Carrier,237.6,37.0,10.34,78611,115514,19437,4.4,2021,PORT_A,PORT_A,At Sea,25.7429,21.0495,12.9,27
VSL-0234,Maersk Sapphire,7606449,219343275,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,General Cargo,158.9,24.1,6.2,24345,34508,7639,25.5,2000,PORT_G,PORT_G,Approaching,24.8224,56.293,8.6,251
VSL-0235,ZIM Pioneer,6985707,538272063,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Tanker,230.2,39.6,18.25,83999,143000,54454,13.7,2011,PORT_F,PORT_B,At Sea,31.2677,35.4083,14.4,332
VSL-0236,ONE Valencia,3165265,564930089,Singapore,Ocean Network Express,Ocean Network Express,RoRo,201.6,30.3,8.74,37327,19744,15026,5.2,2020,PORT_B,PORT_H,At Sea,0.0893,100.0526,16.3,219
VSL-0237,Yang Ming Antwerp,1333442,356762639,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,General Cargo,94.9,14.6,9.79,10954,15435,11508,0.5,2024,PORT_E,PORT_D,At Sea,32.7502,27.0015,13.9,74
VSL-0238,Yang Ming Spirit,6366949,351180053,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Container,394.7,55.6,11.41,65097,69900,33919,7.0,2018,PORT_F,PORT_A,At Sea,29.1472,29.8614,15.8,343
VSL-0239,CMA CGM Endeavor,8624151,538274564,Marshall Islands,CMA CGM Group,CMA CGM Group,Bulk Carrier,295.2,49.7,11.36,64341,105758,20411,5.6,2019,PORT_E,PORT_E,Anchored,29.9813,32.5762,0.0,135
VSL-0240,Yang Ming Horizon,2032071,416276170,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Tanker,234.1,39.2,10.81,85791,151132,37107,24.0,2001,PORT_H,PORT_H,At Sea,5.2153,98.139,15.2,75
VSL-0241,OOCL Legacy,8926133,477150416,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Container,200.6,27.2,15.21,38065,46513,30078,5.7,2019,PORT_B,PORT_F,At Sea,24.5787,40.905,18.5,232
VSL-0242,OOCL Spirit,7450187,477642361,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,General Cargo,106.9,16.4,8.29,16529,23912,3657,7.8,2017,PORT_D,PORT_C,At Sea,39.5974,12.3171,11.5,331
VSL-0243,CMA CGM Navigator,5837769,227499616,France,CMA CGM Group,CMA CGM Group,RoRo,178.5,25.8,6.48,26161,14814,17511,13.1,2012,PORT_C,PORT_G,At Sea,31.9401,59.6402,12.9,346
VSL-0244,CMA CGM Jacques Saadé,3864902,538081866,Marshall Islands,CMA CGM Group,CMA CGM Group,Container,331.0,45.0,10.93,69532,79160,52218,6.0,2019,PORT_E,PORT_F,At Sea,25.4514,41.4155,17.6,257
VSL-0245,ONE Poseidon,7945235,563194168,Singapore,Ocean Network Express,Ocean Network Express,Container,342.9,47.2,12.78,98617,117118,62459,0.5,2024,PORT_G,PORT_B,At Sea,30.0699,30.5298,17.0,336
VSL-0246,Ever Endeavor,2031039,357037236,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Feeder,102.1,16.5,5.46,10040,12415,7817,3.6,2021,PORT_D,PORT_B,At Sea,26.3825,33.441,12.1,242
VSL-0247,Ever Neptune,8501660,538076789,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Bulk Carrier,167.5,25.7,13.41,77796,119610,27810,5.3,2020,PORT_H,PORT_D,At Sea,28.9413,22.0223,13.1,32
VSL-0248,Yang Ming Vanguard,9597240,416657293,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Bulk Carrier,247.2,39.7,13.33,24939,38261,34907,8.3,2017,PORT_B,PORT_H,At Sea,2.3171,106.9766,14.2,310
VSL-0249,Ever Navigator,2801563,351931837,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Tanker,294.9,51.6,19.37,63422,102282,25562,6.5,2018,PORT_F,PORT_F,At Sea,22.7107,29.5634,11.8,353
VSL-0250,MOL Triumph,8121355,431478712,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,LNG Carrier,307.4,53.6,10.21,73529,38269,87850,12.8,2012,PORT_F,PORT_C,At Sea,45.3715,12.0134,17.9,212
VSL-0251,Hapag-Lloyd Pathfinder,2863262,218678507,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,RoRo,100.8,14.5,9.34,25525,14522,14308,1.5,2024,PORT_A,PORT_B,At Sea,30.1322,34.915,16.6,31
VSL-0252,ZIM Discovery,6845505,538892673,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Bulk Carrier,155.6,26.3,13.54,27830,45201,32982,30.4,1995,PORT_H,PORT_H,Approaching,2.1554,103.1126,8.4,332
VSL-0253,COSCO Shipping Endeavor,8520082,477346810,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Bulk Carrier,179.6,29.7,9.81,18142,26437,23379,10.3,2015,PORT_E,PORT_F,At Sea,21.6234,35.9446,14.7,293
VSL-0254,ZIM Atlantic,5449263,428158935,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,RoRo,154.4,23.6,9.93,37799,21214,29758,6.7,2018,PORT_C,PORT_G,At Sea,33.961,60.1244,15.4,31
VSL-0255,Ever Poseidon,6776223,538772881,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Bulk Carrier,169.5,27.5,9.29,21636,35032,37072,4.1,2021,PORT_H,PORT_H,At Sea,2.5751,105.7888,11.8,60
VSL-0256,Ever Discovery,5229601,538327018,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,General Cargo,120.9,18.4,5.6,25011,36418,3604,1.3,2024,PORT_A,PORT_G,At Sea,22.5143,61.3981,12.1,231
VSL-0257,Yang Ming Felicity,2519964,354365807,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Cruise,325.0,43.4,8.43,140804,41977,62256,11.5,2014,PORT_B,PORT_C,At Sea,36.2504,4.9647,21.1,287
VSL-0258,ZIM Glory,8204339,428189569,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,General Cargo,144.4,23.2,5.43,38430,52061,11127,11.3,2014,PORT_A,PORT_F,At Sea,16.0082,42.4249,11.2,270
VSL-0259,Ever Zenith,5952002,354152654,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Bulk Carrier,188.6,29.7,8.69,23443,33951,16726,1.2,2024,PORT_B,PORT_A,At Sea,31.254,25.8948,13.0,258
VSL-0260,ZIM Poseidon,3824964,428183258,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Bulk Carrier,167.3,26.7,8.36,54510,80891,26283,5.3,2020,PORT_D,PORT_D,Departing,37.9408,23.6385,0.0,284
VSL-0261,Yang Ming Harmony,6539845,351289141,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Tanker,160.2,25.4,14.11,94302,166391,28016,28.6,1996,PORT_B,PORT_C,At Sea,53.6605,8.8615,12.5,221
VSL-0262,Ever Liberty,5379509,538097002,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,291.1,42.4,14.81,108393,128795,67379,8.1,2017,PORT_H,PORT_G,At Sea,26.7243,47.8805,17.5,15
VSL-0263,MOL Valencia,1753707,431045319,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Cruise,330.6,44.5,8.34,57278,16872,78741,3.8,2021,PORT_D,PORT_D,At Sea,49.4929,21.2321,20.6,18
VSL-0264,ZIM Odyssey,1921249,428843089,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Bulk Carrier,285.7,45.6,12.24,32772,53803,17843,13.8,2011,PORT_H,PORT_A,At Sea,24.0002,21.1085,13.9,165
VSL-0265,COSCO Shipping Horizon,6875067,477519036,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Tanker,329.2,56.3,12.01,80575,141113,35996,3.6,2021,PORT_D,PORT_D,Berthed,37.9339,23.6366,0.0,32
VSL-0266,Maersk Falcon,5058313,220179110,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,General Cargo,89.7,13.6,7.4,33282,43136,11887,7.9,2017,PORT_G,PORT_G,Waiting,24.9913,55.0948,0.0,33
VSL-0267,MSC Discovery,6196394,636767699,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,Car Carrier,125.0,18.2,9.6,14081,5886,25268,4.5,2020,PORT_A,PORT_H,At Sea,-4.8179,100.0905,16.8,55
VSL-0268,Hapag-Lloyd Falcon,2320026,248968549,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,310.9,43.8,10.41,98941,109345,31293,6.8,2018,PORT_C,PORT_C,Approaching,44.2381,9.3748,10.5,4
VSL-0269,COSCO Shipping Britannia,1537799,413995946,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Tanker,271.8,43.3,10.59,39839,64092,51863,6.6,2018,PORT_B,PORT_H,At Sea,10.3955,98.115,14.6,253
VSL-0270,NYK Constellation,6205016,432081247,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Container,180.8,25.7,11.34,43027,53064,51948,2.2,2023,PORT_F,PORT_A,At Sea,34.8935,41.0777,17.8,134
VSL-0271,PIL Spirit,1534735,564528961,Singapore,Pacific International Lines,Pacific International Lines,RoRo,140.8,21.6,8.22,14606,7418,8472,14.8,2010,PORT_C,PORT_D,At Sea,35.1153,26.3534,16.2,191
VSL-0272,PIL Santos,2897316,564912868,Singapore,Pacific International Lines,Pacific International Lines,Bulk Carrier,214.4,35.8,11.82,93286,139832,40523,7.1,2018,PORT_H,PORT_C,At Sea,40.7462,12.6458,13.2,253
VSL-0273,COSCO Shipping Meridian,4669256,413812147,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Tanker,258.8,44.8,16.02,90737,148568,44238,1.9,2023,PORT_D,PORT_A,At Sea,26.3828,25.3318,12.5,218
VSL-0274,Maersk Discovery,4311158,219835354,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Tanker,233.5,38.7,13.04,63773,101279,27285,0.5,2024,PORT_E,PORT_D,At Sea,46.9957,23.526,15.7,278
VSL-0275,Yang Ming Hamburg,6333734,416751536,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Cruise,201.4,26.6,7.9,155123,47132,70240,4.1,2021,PORT_G,PORT_D,At Sea,41.789,18.5433,20.9,15
VSL-0276,Hapag-Lloyd Apex,8459099,215225999,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Bulk Carrier,236.6,39.4,8.77,95185,143756,10387,13.3,2012,PORT_G,PORT_G,At Sea,21.8853,57.624,13.0,55
VSL-0277,OOCL Pearl,2316439,477481705,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Bulk Carrier,294.3,45.9,11.83,40894,66697,16856,9.0,2016,PORT_C,PORT_F,At Sea,12.512,44.8097,13.6,80
VSL-0278,Ever Apex,2994932,538430271,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,VLCC,310.3,51.9,19.67,139451,258504,83339,18.7,2006,PORT_D,PORT_F,At Sea,29.5473,31.5409,11.2,46
VSL-0279,CMA CGM Zenith,2967628,228916032,France,CMA CGM Group,CMA CGM Group,Bulk Carrier,282.1,46.0,10.74,74526,121245,38465,2.8,2022,PORT_E,PORT_B,At Sea,29.711,23.4542,14.2,111
VSL-0280,Hapag-Lloyd Crown,4380707,211765636,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Cruise,265.8,35.5,9.29,56972,17856,51592,11.3,2014,PORT_E,PORT_B,At Sea,37.2083,39.1749,20.1,236
VSL-0281,Maersk Atlas,1862106,564275230,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Container,300.7,43.2,11.45,115001,125281,28732,13.7,2011,PORT_D,PORT_D,Anchored,37.9342,23.5948,0.0,325
VSL-0282,MOL Constellation,3533101,432005313,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Car Carrier,171.3,24.8,9.43,46086,19095,19765,2.9,2022,PORT_B,PORT_B,Berthed,31.2659,32.3066,0.0,85
VSL-0283,Maersk Vanguard,1552062,220063731,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,RoRo,105.3,15.7,8.05,38178,22457,15098,7.9,2017,PORT_E,PORT_F,At Sea,23.3245,37.5721,14.8,210
VSL-0284,Maersk Atlantic,6252576,563509976,Singapore,A.P. Moller-Maersk,A.P. Moller-Maersk,Bulk Carrier,239.8,40.0,13.9,23654,34736,31447,35.0,1990,PORT_D,PORT_A,At Sea,27.9793,27.0317,13.6,219
VSL-0285,NYK Atlantic,5245083,432403553,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,RoRo,174.4,24.9,6.24,21857,11133,14525,1.3,2024,PORT_A,PORT_D,At Sea,34.6235,14.1906,15.4,113
VSL-0286,COSCO Shipping Spirit,2983385,412674233,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,General Cargo,118.1,17.4,6.61,20482,26290,3090,16.3,2009,PORT_D,PORT_E,At Sea,25.3706,34.0999,12.0,246
VSL-0287,MSC Busan,6149822,636467474,Liberia,Mediterranean Shipping Company,Mediterranean Shipping Company,Container,394.0,56.0,12.39,36776,44054,43186,5.6,2019,PORT_H,PORT_B,At Sea,30.0923,27.0971,17.2,100
VSL-0288,NYK Pathfinder,7491600,431692364,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Container,221.7,32.1,10.08,70069,86256,56816,5.4,2020,PORT_F,PORT_H,At Sea,-4.3559,110.0017,18.8,217
VSL-0289,Ever Atlantic,2439920,538116691,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,RoRo,129.1,19.4,6.14,38085,21434,21880,9.0,2016,PORT_D,PORT_G,At Sea,21.7312,56.6824,16.1,354
VSL-0290,PIL Neptune,2436409,563701168,Singapore,Pacific International Lines,Pacific International Lines,Bulk Carrier,295.2,49.4,11.95,47537,76366,22319,4.2,2021,PORT_E,PORT_G,At Sea,22.395,57.6865,13.7,93
VSL-0291,Hapag-Lloyd Voyager,1509376,256100409,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Tanker,178.7,30.7,15.24,37556,58913,24042,11.1,2014,PORT_A,PORT_B,At Sea,32.3269,28.3302,13.0,192
VSL-0292,ONE Victory,5669057,432107620,Japan,Ocean Network Express,Ocean Network Express,General Cargo,178.7,27.3,8.81,37624,49742,10098,3.3,2022,PORT_E,PORT_D,At Sea,33.7562,19.792,12.3,211
VSL-0293,NYK Victory,3976913,432671649,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,General Cargo,80.3,12.8,8.19,37967,55107,7832,8.0,2017,PORT_C,PORT_A,At Sea,32.1507,26.7822,11.8,154
VSL-0294,Hapag-Lloyd Shanghai,2564347,218128715,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,LNG Carrier,344.6,57.3,11.97,102676,51672,85856,24.8,2000,PORT_B,PORT_B,Approaching,30.4919,33.0489,11.2,195
VSL-0295,ONE Singapore,1952561,431409836,Japan,Ocean Network Express,Ocean Network Express,General Cargo,158.5,23.9,9.83,20293,25692,6500,2.4,2023,PORT_F,PORT_F,Cargo Operations,21.4954,39.186,0.0,64
VSL-0296,COSCO Shipping Pearl,2942094,477481497,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Tanker,262.3,42.2,11.44,54368,96064,39223,4.9,2020,PORT_D,PORT_H,At Sea,6.0964,102.823,12.3,30
VSL-0297,MOL Atlas,6420862,353675661,Panama,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,VLCC,326.7,57.5,21.31,96849,157352,103959,13.3,2012,PORT_E,PORT_E,At Sea,33.0015,40.9856,13.2,67
VSL-0298,Yang Ming Edmonton,4233306,353912662,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Bulk Carrier,268.7,44.0,13.2,19600,30755,47383,2.9,2022,PORT_B,PORT_B,Berthing,31.2571,32.2995,0.0,26
VSL-0299,Ever Edmonton,6176473,353011117,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,293.4,39.7,12.03,63382,68444,29131,10.3,2015,PORT_D,PORT_A,At Sea,39.0437,29.2952,16.9,245
VSL-0300,Maersk Victory,8260682,220189813,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,Bulk Carrier,261.8,41.9,12.77,30393,47647,29367,8.3,2017,PORT_B,PORT_B,Cargo Operations,31.2536,32.302,0.0,92
VSL-0301,MOL Leo,1845823,432034084,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Container,278.4,37.1,11.89,23914,26431,49603,8.5,2016,PORT_H,PORT_C,At Sea,41.7824,1.617,14.9,180
VSL-0302,OOCL Emerald,9542960,477844626,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,General Cargo,131.1,19.4,8.44,28191,40226,3671,0.5,2024,PORT_E,PORT_G,At Sea,32.0973,63.9917,12.6,104
VSL-0303,OOCL Phoenix,2566096,308141818,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,Container,341.2,48.1,15.97,89680,108421,31246,3.7,2021,PORT_F,PORT_B,At Sea,28.4403,37.1709,17.6,115
VSL-0304,ONE Edmonton,8491023,564625889,Singapore,Ocean Network Express,Ocean Network Express,Bulk Carrier,164.7,25.6,13.88,33889,52750,48071,12.2,2013,PORT_G,PORT_G,Approaching,25.6167,55.6866,9.4,4
VSL-0305,Yang Ming Atlas,5784467,355341465,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,General Cargo,151.3,24.3,8.29,9993,13791,11513,2.5,2022,PORT_B,PORT_B,At Sea,40.0071,29.1426,13.1,146
VSL-0306,ZIM Jacques Saadé,6093061,428389097,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Tanker,243.8,41.6,18.62,106519,175184,34079,5.7,2019,PORT_D,PORT_D,Berthed,37.9335,23.6373,0.0,68
VSL-0307,ZIM Yokohama,4474431,428963480,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Tanker,321.9,55.9,13.65,52876,83752,31797,1.0,2024,PORT_H,PORT_H,Berthed,1.2811,103.8401,0.0,235
VSL-0308,ZIM Star,1702435,538654562,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Bulk Carrier,203.1,31.5,8.03,90666,140353,17446,3.5,2022,PORT_E,PORT_B,At Sea,24.6541,22.4095,14.2,224
VSL-0309,Hapag-Lloyd Zenith,7237418,256872568,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,257.8,34.7,12.6,55923,59581,63784,1.8,2023,PORT_G,PORT_C,At Sea,46.8226,10.8723,18.5,256
VSL-0310,Ever Pearl,6392821,352414363,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,330.6,43.7,10.31,102983,118055,42623,7.3,2018,PORT_B,PORT_C,At Sea,46.7897,5.857,17.9,322
VSL-0311,ZIM Endurance,3567085,428041454,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,General Cargo,102.9,15.7,5.66,6342,8721,17855,21.2,2004,PORT_G,PORT_G,Berthed,25.0049,55.0679,0.0,93
VSL-0312,Yang Ming Pathfinder,4110827,353559895,Panama,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Container,191.5,25.5,14.47,41197,44988,44658,19.1,2006,PORT_E,PORT_D,At Sea,44.6344,27.7268,18.5,308
VSL-0313,ZIM Pacific,4738203,538368485,Marshall Islands,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,Container,309.0,44.7,15.47,85435,91567,31140,9.8,2015,PORT_H,PORT_H,Anchored,1.303,103.8117,0.0,223
VSL-0314,MSC Neptune,3678810,352786866,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,Container,272.2,38.5,15.59,70386,76138,23049,7.3,2018,PORT_D,PORT_C,At Sea,42.5782,8.0412,18.7,303
VSL-0315,NYK Harmony,2308341,431242403,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,General Cargo,167.9,25.3,8.95,20940,27004,13616,6.0,2019,PORT_D,PORT_D,Departing,37.9407,23.63,0.0,177
VSL-0316,MSC Britannia,5342403,355916498,Panama,Mediterranean Shipping Company,Mediterranean Shipping Company,General Cargo,177.2,26.3,6.62,38124,54748,16259,2.5,2022,PORT_H,PORT_D,At Sea,39.4368,28.6644,11.6,202
VSL-0317,CMA CGM Odyssey,2404224,538931216,Marshall Islands,CMA CGM Group,CMA CGM Group,Container,231.0,31.1,14.36,56864,62098,65304,0.8,2024,PORT_G,PORT_B,At Sea,37.2721,39.3206,16.5,6
VSL-0318,Maersk Harmony,9001851,219327972,Denmark,A.P. Moller-Maersk,A.P. Moller-Maersk,General Cargo,117.8,17.3,5.1,33929,43960,14451,8.3,2017,PORT_H,PORT_C,At Sea,40.1369,7.7313,12.6,10
VSL-0319,Hapag-Lloyd Constellation,5436175,211131451,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,LNG Carrier,259.8,45.1,10.59,105807,48874,83459,1.2,2024,PORT_B,PORT_F,At Sea,31.3294,33.7606,20.2,22
VSL-0320,MOL Shanghai,8225266,432119642,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,General Cargo,97.8,15.3,7.65,25986,33967,13191,1.3,2024,PORT_C,PORT_C,At Sea,38.5954,16.6633,11.8,211
VSL-0321,ZIM Antwerp,6196899,428135030,Israel,ZIM Integrated Shipping Services,ZIM Integrated Shipping Services,General Cargo,143.7,22.2,5.69,38041,51674,16824,3.9,2021,PORT_H,PORT_C,At Sea,54.8428,13.0286,12.9,178
VSL-0322,Hapag-Lloyd Liberty,3021263,211650191,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Bulk Carrier,277.4,45.0,12.67,26844,44480,28415,14.4,2011,PORT_C,PORT_A,At Sea,33.3896,32.6105,13.6,213
VSL-0323,MOL Hamburg,4120092,431820667,Japan,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,Container,220.1,30.3,14.46,94810,106194,55531,2.8,2022,PORT_E,PORT_E,At Sea,21.9024,36.7459,18.1,80
VSL-0324,NYK Emerald,7756622,431563411,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Bulk Carrier,163.8,25.2,10.27,95841,145993,39725,4.1,2021,PORT_F,PORT_A,At Sea,33.4904,33.6714,14.4,5
VSL-0325,OOCL Santos,6051403,309683565,Bahamas,Orient Overseas Container Line,Orient Overseas Container Line,RoRo,137.1,21.1,8.21,31620,17571,8712,2.5,2022,PORT_B,PORT_B,Cargo Operations,31.2566,32.3079,0.0,257
VSL-0326,Yang Ming Endeavor,3322887,416725459,Taiwan,Yang Ming Marine Transport Corp,Yang Ming Marine Transport Corp,Container,357.6,51.4,10.9,78717,87485,40341,7.1,2018,PORT_G,PORT_G,Approaching,24.9293,54.7215,11.0,349
VSL-0327,CMA CGM Yokohama,8171752,538421495,Marshall Islands,CMA CGM Group,CMA CGM Group,Bulk Carrier,181.3,29.2,11.66,21374,34745,16096,7.9,2017,PORT_B,PORT_C,At Sea,35.5791,11.1536,16.5,226
VSL-0328,Hapag-Lloyd Jade,4090388,215214629,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,General Cargo,94.0,14.3,5.62,24905,35542,3593,15.7,2009,PORT_B,PORT_D,At Sea,32.2222,25.0211,12.3,47
VSL-0329,Hapag-Lloyd Yokohama,3651551,256371470,Malta,Hapag-Lloyd AG,Hapag-Lloyd AG,Bulk Carrier,220.3,34.1,11.21,84554,140695,14364,1.6,2023,PORT_H,PORT_C,At Sea,40.8236,16.5283,15.3,194
VSL-0330,Ever Britannia,1214610,353768342,Panama,Evergreen Marine Corporation,Evergreen Marine Corporation,Container,357.9,47.3,14.74,117856,141143,32244,1.9,2023,PORT_B,PORT_G,At Sea,25.1182,49.6409,18.2,84
VSL-0331,OOCL Constellation,8931994,477550272,Hong Kong,Orient Overseas Container Line,Orient Overseas Container Line,Container,387.2,53.4,12.89,73550,90166,59625,27.0,1998,PORT_F,PORT_B,At Sea,26.6979,23.4911,17.1,230
VSL-0332,NYK Sapphire,9635339,431550448,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Feeder,120.0,19.5,5.9,10305,11748,5048,0.5,2024,PORT_B,PORT_H,At Sea,-6.8767,106.1672,13.6,210
VSL-0333,Ever Felicity,4911116,538961798,Marshall Islands,Evergreen Marine Corporation,Evergreen Marine Corporation,Bulk Carrier,274.2,44.0,10.56,97795,148505,23433,20.9,2004,PORT_H,PORT_A,At Sea,36.3752,22.9551,13.8,282
VSL-0334,NYK Santos,5538442,432630600,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,Bulk Carrier,179.3,28.7,10.82,25577,41677,48704,19.6,2005,PORT_F,PORT_F,At Sea,26.6657,37.822,15.1,220
VSL-0335,Hapag-Lloyd Victory,6312819,218482531,Germany,Hapag-Lloyd AG,Hapag-Lloyd AG,Container,394.2,55.2,11.16,84443,91343,61770,12.9,2012,PORT_G,PORT_A,At Sea,24.2947,25.3349,19.2,40
VSL-0336,COSCO Shipping Sapphire,6404129,412911791,China,China COSCO Shipping Corporation,China COSCO Shipping Corporation,Tanker,164.3,26.5,17.08,108474,183350,43550,12.0,2013,PORT_E,PORT_E,At Sea,39.1083,38.5756,13.9,253
VSL-0337,COSCO Shipping Jacques Saadé,6572249,477299015,Hong Kong,China COSCO Shipping Corporation,China COSCO Shipping Corporation,LNG Carrier,336.7,56.0,10.42,77047,39298,81817,4.3,2021,PORT_H,PORT_H,Departing,1.2999,103.852,0.0,2
VSL-0338,ONE Voyager,5523124,432731584,Japan,Ocean Network Express,Ocean Network Express,Container,343.2,47.7,15.56,39284,42664,23418,0.5,2024,PORT_H,PORT_G,At Sea,19.246,59.251,18.2,351
VSL-0339,NYK Pearl,7694599,431966395,Japan,Nippon Yusen Kaisha,Nippon Yusen Kaisha,LNG Carrier,318.2,51.3,11.92,77202,36784,81726,7.1,2018,PORT_B,PORT_H,At Sea,4.8802,104.6232,19.4,261
